finbif_api_var,translated_var,dwc,default_var,quality_var,type,class,single,select,order,aggregate,aggregate_events,aggregate_documents,doc,date,localised
unit.identificationBasis,identification_basis,basisOfIndentification,FALSE,FALSE,character,uri,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.samplingMethod,sampling_method,measurementMethod,FALSE,FALSE,character,uri,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
gathering.conversions.birdAssociationArea,bird_assoc_area_id,birdAssociationAreaId,FALSE,FALSE,character,uri,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
unit.primarySpecimen,primary_specimen,primarySpecimen,FALSE,FALSE,logical,logical,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
document.siteDead,site_dead,siteDead,FALSE,FALSE,logical,logical,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
gathering.accurateArea,accurate_area,accurateArea,FALSE,FALSE,logical,logical,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
document.namedPlace.wgs84CenterPoint.lat,location_lat_wgs84,locationDecimalLatitude,FALSE,FALSE,double,double,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
document.namedPlace.wgs84CenterPoint.lon,location_lon_wgs84,locationDecimalLongitude,FALSE,FALSE,double,double,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
document.media.highDetailModelURL,document_high_res_model,documentAssociatedMediaHighResModel,FALSE,FALSE,character,uri,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
document.media.lowDetailModelURL,document_low_res_model,documentAssociatedMediaLowResModel,FALSE,FALSE,character,uri,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
document.media.videoURL,document_video,documentAssociatedMediaVideo,FALSE,FALSE,character,uri,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
gathering.media.highDetailModelURL,event_high_res_model,eventAssociatedMediaHighResModel,FALSE,FALSE,character,uri,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
gathering.media.lowDetailModelURL,event_low_res_model,eventAssociatedMediaLowResModel,FALSE,FALSE,character,uri,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
gathering.media.videoURL,event_video,eventAssociatedMediaVideo,FALSE,FALSE,character,uri,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.media.highDetailModelURL,record_high_res_model,occurrenceAsociatedMediaHighResModel,FALSE,FALSE,character,uri,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.media.lowDetailModelURL,record_low_res_model,occurrenceAssociatedMediaLowResModel,FALSE,FALSE,character,uri,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.media.videoURL,record_video,occurrenceAssociatedMediaVideo,FALSE,FALSE,character,uri,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.modelCount,record_model_count,occurrenceAssociatedMediaModelCount,FALSE,FALSE,integer,integer,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
document.media.fullResolutionMediaAvailable,document_media_full_res,documentAssociatedMediaFullRes,FALSE,FALSE,logical,logical,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
document.media.type,document_media_type2,documentAssociatedMediaType2,FALSE,FALSE,character,factor,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
gathering.media.fullResolutionMediaAvailable,event_media_full_res,eventAssociatedMediaFullRes,FALSE,FALSE,logical,logical,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
gathering.media.type,event_media_type2,eventAssociatedMediaType2,FALSE,FALSE,character,factor,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.media.fullResolutionMediaAvailable,record_media_full_res,occurrenceAssociatedMediaFullRes,FALSE,FALSE,logical,logical,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.media.type,record_media_type2,occurrenceAssociatedMediaType2,FALSE,FALSE,character,factor,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.local,local,local,FALSE,FALSE,logical,logical,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
document.annotations.atlasCode,document_annotation_atlas_code_id,documentAnnotationAtlasCodeID,FALSE,FALSE,character,uri,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.annotations.atlasCode,record_annotation_atlas_code_id,recordAnnotationAtlasCodeID,FALSE,FALSE,character,uri,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.annotations.identification.linkings.taxon.qname,record_annotation_taxon_qname,occurrenceAnnotationTaxonConceptQname,FALSE,FALSE,character,character,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.annotations.occurrenceAtTimeOfAnnotation.linkings.taxon.qname,record_pre_annotation_taxon_qname,occurrencePreAnnotationTaxonConceptQname,FALSE,FALSE,character,character,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.identifications.linkings.taxon.qname,record_identifications_taxon_qname,occurrenceIdentificationsTaxonConceptQname,FALSE,FALSE,character,character,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.interpretations.det,determiner_interpreted,identifiedByInterpreted,FALSE,FALSE,character,character,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.originalTaxon.qname,orig_taxon_qname,originalTaxonConceptQname,FALSE,FALSE,character,character,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.taxon.qname,taxon_qname,taxonConceptQname,FALSE,FALSE,character,character,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.types.linkings.taxon.qname,type_specimen_taxon_qname,typeSpecimenTaxonConceptQname,FALSE,FALSE,character,character,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
